شماره کارت,شناسه دستگاه پوز,تاریخ تراکنش,مبلغ تراکنش(ریال),زمان تراکنش
6395994000002618,621400041719,1397/10/04,35180000,185826
6395994000002618,578500041901,1397/10/04,79480000,145708
6395994000002889,578500041401,1397/10/04,600000,000710
6395994000002923,741200041819,1397/10/04,79820000,154946
6395994000002923,694900041819,1397/10/04,79480000,081716
6395994000002923,694900041819,1397/10/04,79480000,141730
6395994000002923,621400041519,1397/10/04,30000000,052037
6395994000002923,621400041519,1397/10/04,79480000,081416
6395994000003089,741200041419,1397/10/04,20180000,221727
6395994000003089,621400041719,1397/10/04,20180000,053856
6395994000003089,621400041219,1397/10/04,23360000,050637
6395994000003089,621400041119,1397/10/04,40000000,101702
6395994000003089,293800041201,1397/10/04,26600000,221625
6395994000003272,694900041319,1397/10/04,52000000,111753
6395994000003272,694900041319,1397/10/04,52000000,171741
6395994000003272,621400041719,1397/10/04,52000000,175541
6395994000003272,621400041519,1397/10/04,57000000,190755
6395994000003363,694900041719,1397/10/04,20520000,021458
6395994000003363,694900041719,1397/10/04,20520000,155357
6395994000003363,694900041319,1397/10/04,20520000,151757
6395994000003363,578500041501,1397/10/04,73400000,091352
6395994000003363,578500041001,1397/10/04,35000000,105210
6395994000003626,621400041019,1397/10/04,20520000,011252
6395994000003626,578500041501,1397/10/04,65000000,141555
6395994000003626,293800041101,1397/10/04,86900000,143451
6395994000003739,621400041019,1397/10/04,600000,161334
6395994000003739,578500041401,1397/10/04,52000000,022143
6395994000003739,578500041001,1397/10/04,20520000,172353
6395994000003739,293800041101,1397/10/04,86900000,191809
6395994000003841,694900041719,1397/10/04,50000000,041801
6395994000003841,694900041619,1397/10/04,600000,082830
6395994000003841,694900041319,1397/10/04,20520000,234803
6395994000003841,621400041019,1397/10/04,65000000,005235
6395994000003968,694900041519,1397/10/04,40000000,030948
6395994000003968,621400041119,1397/10/04,65000000,103907
6395994000003968,578500041501,1397/10/04,50000000,191745
6395994000003968,293800041001,1397/10/04,50000000,132702
6395994000003968,293800041001,1397/10/04,50000000,190545
6395995000000170,741200040619,1397/10/04,40000000,143523
6395995000000170,741200040019,1397/10/04,64820000,065116
6395995000000282,578500040601,1397/10/04,70000000,113540
6395995000000509,694900040119,1397/10/04,76640000,055051
6395995000000509,578500040301,1397/10/04,30000000,061041
6395995000000509,293800040801,1397/10/04,70000000,154152
6395995000000533,694900040019,1397/10/04,88560000,180313
6395995000000533,578500040301,1397/10/04,70000000,195924
6395995000000533,293800040001,1397/10/04,23360000,044521
6395995000000533,293800040001,1397/10/04,43000000,103955
6395995000000654,741200040119,1397/10/04,20180000,013924
6395995000000654,694900040619,1397/10/04,60000000,002518
6395995000000654,621400040119,1397/10/04,76640000,213606
6395995000000654,578500040601,1397/10/04,70000000,123409
6395995000000753,578500040401,1397/10/04,20520000,173456
6395995000000753,578500040301,1397/10/04,600000,132152
6395995000000753,578500040301,1397/10/04,60000000,023556
6395995000000768,741200040819,1397/10/04,79820000,161531
6395995000000768,741200040419,1397/10/04,48000000,004633
6395995000000768,578500040301,1397/10/04,65000000,235256
6395995000001120,578500040801,1397/10/04,40000000,163103
6395995000001120,578500040401,1397/10/04,57000000,082352
6395995000001120,578500040201,1397/10/04,35000000,050325
6395995000001120,293800040801,1397/10/04,11440000,203611
6395995000001189,741200040219,1397/10/04,43000000,001731
6395995000001189,621400040919,1397/10/04,40000000,011526
6395995000001189,578500040301,1397/10/04,43000000,003812
6395995000001189,578500040301,1397/10/04,43000000,005531
6395995000001206,694900040119,1397/10/04,600000,145430
6395995000001206,578500040801,1397/10/04,40000000,203551
6395995000001206,293800040701,1397/10/04,60000000,032057
6395995000001206,293800040301,1397/10/04,64820000,061752
6395995000001206,293800040301,1397/10/04,64820000,201757
6395995000001378,621400040019,1397/10/04,79480000,090207
6395995000001378,578500040901,1397/10/04,48000000,135027
6395995000001378,578500040401,1397/10/04,73400000,164514
6395995000001428,741200040719,1397/10/04,79480000,030740
6395995000001428,293800040501,1397/10/04,30000000,105929
6395995000001490,694900040419,1397/10/04,86900000,192715
6395995000001490,293800040001,1397/10/04,43000000,061818
6395995000001582,741200040819,1397/10/04,23360000,053335
6395995000001582,741200040419,1397/10/04,73400000,033128
6395995000001630,741200040219,1397/10/04,20520000,061723
6395995000001630,741200040219,1397/10/04,20520000,211711
6395995000001630,621400040619,1397/10/04,52000000,170122
6395995000001630,293800040001,1397/10/04,20520000,212911
6395995000001790,694900040319,1397/10/04,11440000,010759
6395995000001790,621400040819,1397/10/04,64820000,011023
6395995000001790,293800040601,1397/10/04,57000000,091732
6395995000001790,293800040201,1397/10/04,57000000,094132
6395995000001790,293800040201,1397/10/04,57000000,160852
6395995000001945,578500040201,1397/10/04,20180000,232601
6395995000001945,293800040801,1397/10/04,88560000,070709
6395995000002131,694900041119,1397/10/04,26600000,172711
6395995000002131,578500041001,1397/10/04,86900000,085915
6395995000002131,293800041201,1397/10/04,88560000,160713
6395995000002246,741200041819,1397/10/04,48000000,003009
6395995000002246,578500041401,1397/10/04,88560000,233123
6395995000002267,694900041119,1397/10/04,35180000,181407
6395995000002267,293800041801,1397/10/04,600000,152724
6395995000002284,621400041019,1397/10/04,64820000,103323
6395995000002417,694900041519,1397/10/04,30000000,230435
6395995000002417,578500041201,1397/10/04,11440000,165556
6395995000002417,293800041401,1397/10/04,52000000,121339
6395995000002417,293800041101,1397/10/04,20520000,155710
6395995000002633,694900041119,1397/10/04,20520000,053301
6395995000002633,694900041119,1397/10/04,64820000,215025
6395995000002633,621400041519,1397/10/04,79480000,035039
6395995000002633,578500041601,1397/10/04,57000000,181547
6395995000002673,578500041901,1397/10/04,30000000,184221
6395995000002673,578500041201,1397/10/04,26600000,220316
6395995000002673,578500041101,1397/10/04,26600000,221716
6395995000002673,578500041101,1397/10/04,26600000,151701
6395995000002707,741200041419,1397/10/04,26600000,144104
6395995000002707,741200041019,1397/10/04,88560000,232403
6395995000002707,621400041619,1397/10/04,48000000,130254
6395995000002707,293800041601,1397/10/04,76640000,060755
6395995000002939,578500041201,1397/10/04,40000000,084805
6395995000002959,694900041319,1397/10/04,43000000,005816
6395995000002959,293800041901,1397/10/04,76640000,004858
6395995000002959,293800041901,1397/10/04,88560000,231319
6395995000002959,293800041901,1397/10/04,88560000,235040
6395995000002959,293800041801,1397/10/04,88560000,231719
6395995000003067,694900041719,1397/10/04,23360000,022825
6395995000003067,694900041319,1397/10/04,30000000,205847
6395995000003067,694900041019,1397/10/04,50000000,120548
6395995000003067,293800041601,1397/10/04,35180000,123041
6395995000003067,293800041101,1397/10/04,79480000,052508
6395995000003213,694900041519,1397/10/04,30000000,054533
6395995000003213,694900041319,1397/10/04,35180000,052031
6395995000003213,694900041319,1397/10/04,40000000,070733
6395995000003213,621400041019,1397/10/04,73400000,064155
6395995000003213,578500041601,1397/10/04,20180000,115935
6395995000003378,694900041519,1397/10/04,30000000,201707
6395995000003378,621400041919,1397/10/04,13100000,230602
6395995000003378,621400041519,1397/10/04,30000000,045741
6395995000003378,621400041519,1397/10/04,30000000,201007
6395995000003378,621400041519,1397/10/04,79820000,211319
6395995000003519,621400041719,1397/10/04,86900000,011722
6395995000003519,578500041301,1397/10/04,86900000,011822
6395995000003519,578500041301,1397/10/04,86900000,051752
6395995000003519,578500041001,1397/10/04,57000000,033928
6395995000003635,694900041119,1397/10/04,30000000,014611
6395995000003635,621400041719,1397/10/04,48000000,094519
6395995000003635,578500041601,1397/10/04,57000000,215859
6395995000003635,293800041001,1397/10/04,86900000,134620
6395995000003678,741200041219,1397/10/04,20180000,013803
6395995000003678,694900041319,1397/10/04,60000000,021019
6395995000003813,694900041219,1397/10/04,52000000,214442
6395995000003928,621400041819,1397/10/04,86900000,235835
6395995000003928,578500041201,1397/10/04,73400000,213734
6395995000003928,293800041801,1397/10/04,13100000,101233
6395996000000279,694900040719,1397/10/04,64820000,201650
6395996000000279,621400040719,1397/10/04,52000000,233932
6395996000000279,621400040119,1397/10/04,79480000,124450
6395996000000279,293800040001,1397/10/04,35180000,092524
6395996000000364,578500040301,1397/10/04,65000000,220515
6395996000000364,293800040001,1397/10/04,35180000,000458
6395996000000805,741200040519,1397/10/04,76640000,032609
6395996000000891,694900040719,1397/10/04,11440000,114741
6395996000000891,694900040219,1397/10/04,52000000,041612
6395996000000891,621400040019,1397/10/04,70000000,203445
6395996000000993,621400040519,1397/10/04,60000000,193433
6395996000000993,578500040901,1397/10/04,52000000,124714
6395996000000993,578500040901,1397/10/04,52000000,125425
6395996000000993,578500040301,1397/10/04,52000000,121714
6395996000001060,741200040119,1397/10/04,48000000,173309
6395996000001060,621400040619,1397/10/04,79820000,112302
6395996000001074,621400040519,1397/10/04,65000000,222624
6395996000001074,621400040519,1397/10/04,65000000,200508
6395996000001074,293800040701,1397/10/04,70000000,152140
6395996000001074,293800040501,1397/10/04,65000000,221724
6395996000001074,293800040001,1397/10/04,73400000,044439
6395996000001146,694900040719,1397/10/04,52000000,231657
6395996000001146,694900040419,1397/10/04,70000000,011711
6395996000001146,578500040801,1397/10/04,57000000,070503
6395996000001146,578500040801,1397/10/04,20520000,023535
6395996000001146,578500040801,1397/10/04,20520000,083041
6395996000001211,694900040719,1397/10/04,73400000,060837
6395996000001211,621400040419,1397/10/04,73400000,101716
6395996000001211,578500040701,1397/10/04,70000000,085111
6395996000001211,293800040701,1397/10/04,35000000,051754
6395996000001211,293800040401,1397/10/04,35000000,135741
6395996000001349,694900040919,1397/10/04,70000000,223836
6395996000001349,578500040301,1397/10/04,60000000,191737
6395996000001349,578500040301,1397/10/04,26600000,182128
6395996000001349,578500040301,1397/10/04,60000000,081713
6395996000001349,293800040901,1397/10/04,60000000,084313
6395996000001372,578500040801,1397/10/04,30000000,144440
6395996000001574,578500040301,1397/10/04,60000000,074859
6395996000001681,741200040719,1397/10/04,73400000,041719
6395996000001681,621400040219,1397/10/04,40000000,014344
6395996000001681,578500040001,1397/10/04,57000000,113641
6395996000001681,293800040501,1397/10/04,73400000,001305
6395996000001681,293800040101,1397/10/04,70000000,184509
6395996000001770,741200040919,1397/10/04,88560000,224354
6395996000001868,621400040019,1397/10/04,35000000,134754
6395996000001868,578500040301,1397/10/04,70000000,201237
6395996000001868,293800040501,1397/10/04,50000000,185852
6395996000002034,621400041519,1397/10/04,48000000,215002
6395996000002034,293800041601,1397/10/04,35000000,151709
6395996000002034,293800041201,1397/10/04,52000000,190754
6395996000002065,694900041819,1397/10/04,73400000,180311
6395996000002065,621400041919,1397/10/04,48000000,205816
6395996000002065,621400041819,1397/10/04,52000000,231226
6395996000002065,621400041019,1397/10/04,35000000,234528
6395996000002065,293800041801,1397/10/04,23360000,061733
6395996000002075,694900041319,1397/10/04,23360000,011759
6395996000002075,621400041519,1397/10/04,50000000,121718
6395996000002075,621400041519,1397/10/04,50000000,171759
6395996000002075,578500041701,1397/10/04,57000000,194644
6395996000002075,293800041001,1397/10/04,50000000,122718
6395996000002129,694900041719,1397/10/04,57000000,032009
6395996000002129,694900041319,1397/10/04,30000000,134335
6395996000002129,621400041719,1397/10/04,64820000,210244
6395996000002172,578500041401,1397/10/04,35180000,165046
6395996000002172,578500041401,1397/10/04,35180000,101238
6395996000002172,578500041201,1397/10/04,48000000,041736
6395996000002172,293800041801,1397/10/04,48000000,210806
6395996000002172,293800041201,1397/10/04,35180000,161746
6395996000002177,694900041619,1397/10/04,600000,171308
6395996000002177,694900041319,1397/10/04,73400000,222541
6395996000002177,621400041519,1397/10/04,50000000,215752
6395996000002340,694900041219,1397/10/04,64820000,074223
6395996000002340,621400041819,1397/10/04,79820000,210132
6395996000002432,741200041119,1397/10/04,23360000,121647
6395996000002432,578500041001,1397/10/04,23360000,123508
6395996000002432,578500041001,1397/10/04,23360000,123747
6395996000002432,293800041401,1397/10/04,23360000,201758
6395996000002432,293800041401,1397/10/04,23360000,121747
6395996000002517,694900041619,1397/10/04,35000000,161234
6395996000002517,694900041019,1397/10/04,105000000,025223
6395996000002517,694900041019,1397/10/04,105000000,102910
6395996000002517,621400041319,1397/10/04,43000000,061705
6395996000002517,621400041219,1397/10/04,43000000,070837
6395996000002555,741200041619,1397/10/04,57000000,213222
6395996000002555,741200041419,1397/10/04,20520000,094454
6395996000002555,293800041401,1397/10/04,79480000,115510
6395996000002631,293800041001,1397/10/04,57000000,234150
6395996000002648,741200041419,1397/10/04,13100000,215118
6395996000002648,741200041419,1397/10/04,70000000,051429
6395996000002648,694900041019,1397/10/04,13100000,101752
6395996000002648,694900041019,1397/10/04,13100000,211718
6395996000002648,578500041701,1397/10/04,57000000,064944
6395996000002648,578500041701,1397/10/04,73400000,094502
6395996000002739,741200041819,1397/10/04,20180000,014408
6395996000002739,694900041319,1397/10/04,35180000,183759
6395996000002739,694900041219,1397/10/04,65000000,090759
6395996000002857,621400041119,1397/10/04,20180000,080250
6395996000002901,741200041519,1397/10/04,73400000,171723
6395996000002901,741200041519,1397/10/04,73400000,221705
6395996000002901,694900041119,1397/10/04,73400000,171823
6395996000002901,694900041119,1397/10/04,48000000,224938
6395996000002901,578500041301,1397/10/04,64820000,092424
6395996000003085,741200041019,1397/10/04,60000000,101537
6395996000003085,621400041119,1397/10/04,35180000,142559
6395996000003085,578500041001,1397/10/04,23360000,090233
